,region,ISO_3_codes,year,value
8914,Low income,LIC,1993,326758239
8915,Liechtenstein,LIE,1993,29987
8916,Sri Lanka,LKA,1993,17924827
8917,Lower middle income,LMC,1993,2137843996
8918,Low & middle income,LMY,1993,4466940716
8919,Lesotho,LSO,1993,1822237
8920,Late-demographic dividend,LTE,1993,1913821985
8921,Lithuania,LTU,1993,3682613
8922,Luxembourg,LUX,1993,397475
8923,Latvia,LVA,1993,2563290
8924,"Macao SAR, China",MAC,1993,370195
8925,St. Martin (French part),MAF,1993,30194
8926,Morocco,MAR,1993,26155204
8927,Monaco,MCO,1993,30145
8928,Moldova,MDA,1993,2973114
8929,Madagascar,MDG,1993,12675469
8930,Maldives,MDV,1993,242596
8931,Middle East & North Africa,MEA,1993,272107854
8932,Mexico,MEX,1993,88625440
8933,Marshall Islands,MHL,1993,49828
8934,Middle income,MIC,1993,4140182477
8935,North Macedonia,MKD,1993,1984024
8936,Mali,MLI,1993,9087173
8937,Malta,MLT,1993,371308
8938,Myanmar,MMR,1993,42889992
8939,Middle East & North Africa (excluding high income),MNA,1993,243429317
8940,Montenegro,MNE,1993,610170
8941,Mongolia,MNG,1993,2263196
8942,Northern Mariana Islands,MNP,1993,45763
8943,Mozambique,MOZ,1993,14370950
8944,Mauritania,MRT,1993,2198538
8945,Mauritius,MUS,1993,1097374
8946,Malawi,MWI,1993,9710335
8947,Malaysia,MYS,1993,19484901
8948,North America,NAC,1993,288662674
8949,Namibia,NAM,1993,1555098
8950,New Caledonia,NCL,1993,184496
8951,Niger,NER,1993,8860297
8952,Nigeria,NGA,1993,102700751
8953,Nicaragua,NIC,1993,4462496
8954,Netherlands,NLD,1993,15290368
8955,Norway,NOR,1993,4311991
8956,Nepal,NPL,1993,20489973
8957,Nauru,NRU,1993,10287
8958,New Zealand,NZL,1993,3572200
8959,OECD members,OED,1993,1138362949
8960,Oman,OMN,1993,2072106
8961,Other small states,OSS,1993,18476080
8962,Pakistan,PAK,1993,117086680
8963,Panama,PAN,1993,2629584
8964,Peru,PER,1993,23408135
8965,Philippines,PHL,1993,66593904
8966,Palau,PLW,1993,16285
8967,Papua New Guinea,PNG,1993,4949053
8968,Poland,POL,1993,38461408
8969,Pre-demographic dividend,PRE,1993,453849671
8970,Puerto Rico,PRI,1993,3615497
8971,"Korea, Dem. People's Rep.",PRK,1993,21265832
8972,Portugal,PRT,1993,9964675
8973,Paraguay,PRY,1993,4555518
8974,West Bank and Gaza,PSE,1993,2262676
8975,Pacific island small states,PSS,1993,1782085
8976,Post-demographic dividend,PST,1993,984374978
8977,French Polynesia,PYF,1993,210644
8978,Qatar,QAT,1993,501479
8979,Romania,ROU,1993,22763280
8980,Russian Federation,RUS,1993,148458777
8981,Rwanda,RWA,1993,6263758
8982,South Asia,SAS,1993,1209847774
8983,Saudi Arabia,SAU,1993,17763297
8984,Sudan,SDN,1993,22527837
8985,Senegal,SEN,1993,8226749
8986,Singapore,SGP,1993,3313471
8987,Solomon Islands,SLB,1993,339501
8988,Sierra Leone,SLE,1993,4328965
8989,El Salvador,SLV,1993,5490478
8990,San Marino,SMR,1993,25208
8991,Somalia,SOM,1993,7315864
8992,Serbia,SRB,1993,7699307
8993,Sub-Saharan Africa (excluding high income),SSA,1993,552948132
8994,South Sudan,SSD,1993,5185712
8995,Sub-Saharan Africa,SSF,1993,553020385
8996,Small states,SST,1993,26428489
8997,Sao Tome and Principe,STP,1993,127066
8998,Suriname,SUR,1993,428028
8999,Slovak Republic,SVK,1993,5325305
9000,Slovenia,SVN,1993,1991746
9001,Sweden,SWE,1993,8718561
9002,Eswatini,SWZ,1993,887706
9003,Sint Maarten (Dutch part),SXM,1993,30765
9004,Seychelles,SYC,1993,72253
9005,Syrian Arab Republic,SYR,1993,13565074
9006,Turks and Caicos Islands,TCA,1993,14526
9007,Chad,TCD,1993,6563925
9008,East Asia & Pacific (IDA & IBRD countries),TEA,1993,1653289936
9009,Europe & Central Asia (IDA & IBRD countries),TEC,1993,432578630
9010,Togo,TGO,1993,4029044
9011,Thailand,THA,1993,58337773
9012,Tajikistan,TJK,1993,5593317
9013,Turkmenistan,TKM,1993,4010789
9014,Latin America & the Caribbean (IDA & IBRD countries),TLA,1993,450695871
9015,Timor-Leste,TLS,1993,806867
9016,Middle East & North Africa (IDA & IBRD countries),TMN,1993,241166641
9017,Tonga,TON,1993,95556
9018,South Asia (IDA & IBRD),TSA,1993,1209847774
9019,Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,553020385
9020,Trinidad and Tobago,TTO,1993,1243605
9021,Tunisia,TUN,1993,8795934
9022,Turkiye,TUR,1993,56653808
9023,Tuvalu,TUV,1993,9194
9024,Tanzania,TZA,1993,27887204
9025,Uganda,UGA,1993,19175986
9026,Ukraine,UKR,1993,52179200
9027,Upper middle income,UMC,1993,2002338481
9028,Uruguay,URY,1993,3177734
9029,United States,USA,1993,259919000
9030,Uzbekistan,UZB,1993,21942000
9031,St. Vincent and the Grenadines,VCT,1993,108036
9032,"Venezuela, RB",VEN,1993,21016900
9033,British Virgin Islands,VGB,1993,18783
9034,Virgin Islands (U.S.),VIR,1993,106578
9035,Vietnam,VNM,1993,72300308
9036,Vanuatu,VUT,1993,159743
9037,World,WLD,1993,5537885402
9038,Samoa,WSM,1993,167117
9039,Kosovo,XKX,1993,1965000
9040,"Yemen, Rep.",YEM,1993,13634082
9041,South Africa,ZAF,1993,39633754
9042,Zambia,ZMB,1993,8656484
9043,Zimbabwe,ZWE,1993,11092775
9044,Aruba,ABW,1994,76705
9045,Africa Eastern and Southern,AFE,1994,340379934
9046,Afghanistan,AFG,1994,17075728
9047,Africa Western and Central,AFW,1994,227692136
9048,Angola,AGO,1994,13503753
9049,Albania,ALB,1994,3207536
9050,Andorra,AND,1994,62676
9051,Arab World,ARB,1994,245449429
9052,United Arab Emirates,ARE,1994,2294377
9053,Argentina,ARG,1994,34402669
9054,Armenia,ARM,1994,3283664
9055,American Samoa,ASM,1994,52099
9056,Antigua and Barbuda,ATG,1994,67201
9057,Australia,AUS,1994,17855000
9058,Austria,AUT,1994,7936118
9059,Azerbaijan,AZE,1994,7596550
9060,Burundi,BDI,1994,5898964
9061,Belgium,BEL,1994,10115603
9062,Benin,BEN,1994,5714215
9063,Burkina Faso,BFA,1994,9816584
9064,Bangladesh,BGD,1994,112737684
9065,Bulgaria,BGR,1994,8443591
9066,Bahrain,BHR,1994,549590
9067,"Bahamas, The",BHS,1994,275849
9068,Bosnia and Herzegovina,BIH,1994,3936527
9069,Belarus,BLR,1994,10226955
9070,Belize,BLZ,1994,201679
9071,Bermuda,BMU,1994,59320
9072,Bolivia,BOL,1994,7466792
9073,Brazil,BRA,1994,159432717
9074,Barbados,BRB,1994,264893
9075,Brunei Darussalam,BRN,1994,289452
9076,Bhutan,BTN,1994,531905
9077,Botswana,BWA,1994,1434061
9078,Central African Republic,CAF,1994,3135017
9079,Canada,CAN,1994,29000663
9080,Central Europe and the Baltics,CEB,1994,110021594
9081,Switzerland,CHE,1994,6993795
9082,Channel Islands,CHI,1994,142867
9083,Chile,CHL,1994,14166346
9084,China,CHN,1994,1191835000
9085,Cote d'Ivoire,CIV,1994,13735438
9086,Cameroon,CMR,1994,13230978
9087,"Congo, Dem. Rep.",COD,1994,40252973
9088,"Congo, Rep.",COG,1994,2632345
9089,Colombia,COL,1994,35758978
9090,Comoros,COM,1994,462280
9091,Cabo Verde,CPV,1994,376409
9092,Costa Rica,CRI,1994,3458829
9093,Caribbean small states,CSS,1994,6227332
9094,Cuba,CUB,1994,10838461
9095,Curacao,CUW,1994,144630
9096,Cayman Islands,CYM,1994,30521
9097,Cyprus,CYP,1994,837104
9098,Czechia,CZE,1994,10333587
9099,Germany,DEU,1994,81438348
9100,Djibouti,DJI,1994,622364
9101,Dominica,DMA,1994,71044
9102,Denmark,DNK,1994,5206180
9103,Dominican Republic,DOM,1994,7683707
9104,Algeria,DZA,1994,28213777
9105,East Asia & Pacific (excluding high income),EAP,1994,1696480853
9106,Early-demographic dividend,EAR,1994,2205758867
9107,East Asia & Pacific,EAS,1994,1919576721
9108,Europe & Central Asia (excluding high income),ECA,1994,367545578
9109,Europe & Central Asia,ECS,1994,854082087
9110,Ecuador,ECU,1994,11207999
9111,"Egypt, Arab Rep.",EGY,1994,61095804
9112,Euro area,EMU,1994,316366781
9113,Eritrea,ERI,1994,2218436
9114,Spain,ESP,1994,39549108
9115,Estonia,EST,1994,1462514
9116,Ethiopia,ETH,1994,55180993
9117,European Union,EUU,1994,425399126
9118,Fragile and conflict affected situations,FCS,1994,534779779
9119,Finland,FIN,1994,5088333
9120,Fiji,FJI,1994,765607
9121,France,FRA,1994,59327200
9122,Faroe Islands,FRO,1994,45848
9123,"Micronesia, Fed. Sts.",FSM,1994,106030
9124,Gabon,GAB,1994,1057252
9125,United Kingdom,GBR,1994,57865745
9126,Georgia,GEO,1994,4836076
9127,Ghana,GHA,1994,16561677
9128,Gibraltar,GIB,1994,28605
9129,Guinea,GIN,1994,7081119
9130,"Gambia, The",GMB,1994,1094219
9131,Guinea-Bissau,GNB,1994,1066345
9132,Equatorial Guinea,GNQ,1994,479099
9133,Greece,GRC,1994,10512922
9134,Grenada,GRD,1994,99345
9135,Greenland,GRL,1994,55500
9136,Guatemala,GTM,1994,10037522
9137,Guam,GUM,1994,142806
9138,Guyana,GUY,1994,758896
9139,High income,HIC,1994,1057433274
9140,"Hong Kong SAR, China",HKG,1994,6035400
9141,Honduras,HND,1994,5548969
9142,Heavily indebted poor countries (HIPC),HPC,1994,399503994
9143,Croatia,HRV,1994,4652024
9144,Haiti,HTI,1994,7602318
9145,Hungary,HUN,1994,10343355
9146,IBRD only,IBD,1994,3689444106
9147,IDA & IBRD total,IBT,1994,4617236728
9148,IDA total,IDA,1994,927792622
9149,IDA blend,IDB,1994,309568084
9150,Indonesia,IDN,1994,193917458
9151,IDA only,IDX,1994,618224538
9152,Isle of Man,IMN,1994,71662
9153,India,IND,1994,945601828
9154,Not classified,INX,1994,
9155,Ireland,IRL,1994,3590386
9156,"Iran, Islamic Rep.",IRN,1994,60590608
9157,Iraq,IRQ,1994,19539348
9158,Iceland,ISL,1994,266021
9159,Israel,ISR,1994,5399000
9160,Italy,ITA,1994,56843400
9161,Jamaica,JAM,1994,2509042
9162,Jordan,JOR,1994,4410357
9163,Japan,JPN,1994,125178000
9164,Kazakhstan,KAZ,1994,16145766
9165,Kenya,KEN,1994,26950508
9166,Kyrgyz Republic,KGZ,1994,4515100
9167,Cambodia,KHM,1994,10317901
9168,Kiribati,KIR,1994,76668
9169,St. Kitts and Nevis,KNA,1994,41618
9170,"Korea, Rep.",KOR,1994,44641540
9171,Kuwait,KWT,1994,
9172,Latin America & Caribbean (excluding high income),LAC,1994,426562028
9173,Lao PDR,LAO,1994,4735837
9174,Lebanon,LBN,1994,3403359
9175,Liberia,LBR,1994,1986491
9176,Libya,LBY,1994,4854871
9177,St. Lucia,LCA,1994,145080
9178,Latin America & Caribbean,LCN,1994,474089591
9179,Least developed countries: UN classification,LDC,1994,564416992
9180,Low income,LIC,1994,336529868
9181,Liechtenstein,LIE,1994,30415
9182,Sri Lanka,LKA,1994,18094474
9183,Lower middle income,LMC,1994,2180801927
9184,Low & middle income,LMY,1994,4543177466
9185,Lesotho,LSO,1994,1861323
9186,Late-demographic dividend,LTE,1994,1934464425
9187,Lithuania,LTU,1994,3657144
9188,Luxembourg,LUX,1994,402925
9189,Latvia,LVA,1994,2520742
9190,"Macao SAR, China",MAC,1994,377805
9191,St. Martin (French part),MAF,1994,28482
9192,Morocco,MAR,1994,26584473
9193,Monaco,MCO,1994,30436
9194,Moldova,MDA,1994,2964277
9195,Madagascar,MDG,1994,13066544
9196,Maldives,MDV,1994,248582
9197,Middle East & North Africa,MEA,1994,278384977
9198,Mexico,MEX,1994,90156396
9199,Marshall Islands,MHL,1994,50214
9200,Middle income,MIC,1994,4206647598
9201,North Macedonia,MKD,1994,1981713
9202,Mali,MLI,1994,9334893
9203,Malta,MLT,1994,374797
9204,Myanmar,MMR,1994,43383421
9205,Middle East & North Africa (excluding high income),MNA,1994,248897278
9206,Montenegro,MNE,1994,611389
9207,Mongolia,MNG,1994,2280475
9208,Northern Mariana Islands,MNP,1994,45361
9209,Mozambique,MOZ,1994,14948050
9210,Mauritania,MRT,1994,2255520
9211,Mauritius,MUS,1994,1112846
9212,Malawi,MWI,1994,9745695
9213,Malaysia,MYS,1994,19977508
9214,North America,NAC,1994,292185983
9215,Namibia,NAM,1994,1591826
9216,New Caledonia,NCL,1994,189482
9217,Niger,NER,1994,9168316
9218,Nigeria,NGA,1994,105293701
9219,Nicaragua,NIC,1994,4559010
9220,Netherlands,NLD,1994,15382838
9221,Norway,NOR,1994,4336613
9222,Nepal,NPL,1994,21040899
9223,Nauru,NRU,1994,10496
9224,New Zealand,NZL,1994,3620000
9225,OECD members,OED,1994,1147748534
9226,Oman,OMN,1994,2148416
9227,Other small states,OSS,1994,18801091
9228,Pakistan,PAK,1994,120362764
9229,Panama,PAN,1994,2684117
9230,Peru,PER,1994,23851405
9231,Philippines,PHL,1994,68180846
9232,Palau,PLW,1994,16735
9233,Papua New Guinea,PNG,1994,5065664
9234,Poland,POL,1994,38542652
9235,Pre-demographic dividend,PRE,1994,467465268
9236,Puerto Rico,PRI,1994,3649237
9237,"Korea, Dem. People's Rep.",PRK,1994,21577979
9238,Portugal,PRT,1994,9991525
9239,Paraguay,PRY,1994,4666096
9240,West Bank and Gaza,PSE,1994,2366298
9241,Pacific island small states,PSS,1994,1812838
9242,Post-demographic dividend,PST,1994,990074232
9243,French Polynesia,PYF,1994,214196
9244,Qatar,QAT,1994,507044
9245,Romania,ROU,1994,22730211
9246,Russian Federation,RUS,1994,148407912
9247,Rwanda,RWA,1994,5936253
9248,South Asia,SAS,1994,1235693864
9249,Saudi Arabia,SAU,1994,18214475
9250,Sudan,SDN,1994,23338465
9251,Senegal,SEN,1994,8461066
9252,Singapore,SGP,1994,3419048
9253,Solomon Islands,SLB,1994,349273
9254,Sierra Leone,SLE,1994,4309780
9255,El Salvador,SLV,1994,5561916
9256,San Marino,SMR,1994,25588
9257,Somalia,SOM,1994,7372592
9258,Serbia,SRB,1994,7734639
9259,Sub-Saharan Africa (excluding high income),SSA,1994,567997865
9260,South Sudan,SSD,1994,5111371
9261,Sub-Saharan Africa,SSF,1994,568072070
9262,Small states,SST,1994,26841261
9263,Sao Tome and Principe,STP,1994,129426
9264,Suriname,SUR,1994,435099
9265,Slovak Republic,SVK,1994,5346331
9266,Slovenia,SVN,1994,1989443
9267,Sweden,SWE,1994,8780745
9268,Eswatini,SWZ,1994,907622
9269,Sint Maarten (Dutch part),SXM,1994,30950
9270,Seychelles,SYC,1994,74205
9271,Syrian Arab Republic,SYR,1994,13950486
9272,Turks and Caicos Islands,TCA,1994,15399
9273,Chad,TCD,1994,6781057
9274,East Asia & Pacific (IDA & IBRD countries),TEA,1994,1674861271
9275,Europe & Central Asia (IDA & IBRD countries),TEC,1994,433470465
9276,Togo,TGO,1994,4120615
9277,Thailand,THA,1994,58875275
9278,Tajikistan,TJK,1994,5679169
9279,Turkmenistan,TKM,1994,4115105
9280,Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,458608078
9281,Timor-Leste,TLS,1994,827828
9282,Middle East & North Africa (IDA & IBRD countries),TMN,1994,246530980
9283,Tonga,TON,1994,95739
9284,South Asia (IDA & IBRD),TSA,1994,1235693864
9285,Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,568072070
9286,Trinidad and Tobago,TTO,1994,1249527
9287,Tunisia,TUN,1994,8967916
9288,Turkiye,TUR,1994,57564209
9289,Tuvalu,TUV,1994,9259
9290,Tanzania,TZA,1994,28792649
9291,Uganda,UGA,1994,19793541
9292,Ukraine,UKR,1994,51921400
9293,Upper middle income,UMC,1994,2025845671
9294,Uruguay,URY,1994,3201149
9295,United States,USA,1994,263126000
9296,Uzbekistan,UZB,1994,22377000
9297,St. Vincent and the Grenadines,VCT,1994,108059
9298,"Venezuela, RB",VEN,1994,21474553
9299,British Virgin Islands,VGB,1994,19068
9300,Virgin Islands (U.S.),VIR,1994,107318
9301,Vietnam,VNM,1994,73651220
9302,Vanuatu,VUT,1994,164128
9303,World,WLD,1994,5622085293
9304,Samoa,WSM,1994,168689
9305,Kosovo,XKX,1994,1997000
9306,"Yemen, Rep.",YEM,1994,14297617
9307,South Africa,ZAF,1994,40564061
9308,Zambia,ZMB,1994,8869745
9309,Zimbabwe,ZWE,1994,11261752
9310,Aruba,ABW,1995,80324
9311,Africa Eastern and Southern,AFE,1995,349605660
9312,Afghanistan,AFG,1995,18110662
9313,Africa Western and Central,AFW,1995,233807627
9314,Angola,AGO,1995,13945205
9315,Albania,ALB,1995,3187784
9316,Andorra,AND,1995,63860
9317,Arab World,ARB,1995,253107302
9318,United Arab Emirates,ARE,1995,2415099
9319,Argentina,ARG,1995,34828168
9320,Armenia,ARM,1995,3217349
9321,American Samoa,ASM,1995,53158
9322,Antigua and Barbuda,ATG,1995,68672
9323,Australia,AUS,1995,18072000
9324,Austria,AUT,1995,7948278
9325,Azerbaijan,AZE,1995,7684850
9326,Burundi,BDI,1995,5987044
9327,Belgium,BEL,1995,10136811
9328,Benin,BEN,1995,5905552
9329,Burkina Faso,BFA,1995,10089880
9330,Bangladesh,BGD,1995,115169933
9331,Bulgaria,BGR,1995,8406067
9332,Bahrain,BHR,1995,563698
9333,"Bahamas, The",BHS,1995,280179
9334,Bosnia and Herzegovina,BIH,1995,3829049
9335,Belarus,BLR,1995,10193831
9336,Belize,BLZ,1995,206962
9337,Bermuda,BMU,1995,59746
9338,Bolivia,BOL,1995,7622334
9339,Brazil,BRA,1995,162019889
9340,Barbados,BRB,1995,265955
9341,Brunei Darussalam,BRN,1995,297112
9342,Bhutan,BTN,1995,534629
9343,Botswana,BWA,1995,1469173
9344,Central African Republic,CAF,1995,3222662
9345,Canada,CAN,1995,29302311
9346,Central Europe and the Baltics,CEB,1995,109864246
9347,Switzerland,CHE,1995,7040687
9348,Channel Islands,CHI,1995,143480
9349,Chile,CHL,1995,14380864
9350,China,CHN,1995,1204855000
9351,Cote d'Ivoire,CIV,1995,14199759
9352,Cameroon,CMR,1995,13599984
9353,"Congo, Dem. Rep.",COD,1995,41576239
9354,"Congo, Rep.",COG,1995,2707532
9355,Colombia,COL,1995,36421438
9356,Comoros,COM,1995,475394
9357,Cabo Verde,CPV,1995,386288
9358,Costa Rica,CRI,1995,3545524
9359,Caribbean small states,CSS,1995,6281204
9360,Cuba,CUB,1995,10888246
9361,Curacao,CUW,1995,145139
9362,Cayman Islands,CYM,1995,32161
9363,Cyprus,CYP,1995,855391
9364,Czechia,CZE,1995,10327253
9365,Germany,DEU,1995,81678051
9366,Djibouti,DJI,1995,630385
9367,Dominica,DMA,1995,71105
9368,Denmark,DNK,1995,5233373
9369,Dominican Republic,DOM,1995,7819239
9370,Algeria,DZA,1995,28757788
9371,East Asia & Pacific (excluding high income),EAP,1995,1717918821
9372,Early-demographic dividend,EAR,1995,2249993925
9373,East Asia & Pacific,EAS,1995,1942464423
9374,Europe & Central Asia (excluding high income),ECA,1995,367887617
9375,Europe & Central Asia,ECS,1995,855490982
9376,Ecuador,ECU,1995,11455205
9377,"Egypt, Arab Rep.",EGY,1995,62334025
9378,Euro area,EMU,1995,317181461
9379,Eritrea,ERI,1995,2204227
9380,Spain,ESP,1995,39724050
9381,Estonia,EST,1995,1436634
9382,Ethiopia,ETH,1995,57047906
9383,European Union,EUU,1995,426203356
9384,Fragile and conflict affected situations,FCS,1995,547780237
9385,Finland,FIN,1995,5107790
9386,Fiji,FJI,1995,775428
9387,France,FRA,1995,59541904
9388,Faroe Islands,FRO,1995,45625
9389,"Micronesia, Fed. Sts.",FSM,1995,107535
9390,Gabon,GAB,1995,1084951
9391,United Kingdom,GBR,1995,58019030
9392,Georgia,GEO,1995,4657722
9393,Ghana,GHA,1995,17014058
9394,Gibraltar,GIB,1995,28688
9395,Guinea,GIN,1995,7269631
9396,"Gambia, The",GMB,1995,1128577
9397,Guinea-Bissau,GNB,1995,1088850
9398,Equatorial Guinea,GNQ,1995,496768
9399,Greece,GRC,1995,10562153
9400,Grenada,GRD,1995,100286
9401,Greenland,GRL,1995,55800
9402,Guatemala,GTM,1995,10286786
9403,Guam,GUM,1995,145559
9404,Guyana,GUY,1995,761298
9405,High income,HIC,1995,1066126401
9406,"Hong Kong SAR, China",HKG,1995,6156100
9407,Honduras,HND,1995,5709010
9408,Heavily indebted poor countries (HIPC),HPC,1995,411298637
9409,Croatia,HRV,1995,4620030
9410,Haiti,HTI,1995,7744509
9411,Hungary,HUN,1995,10328965
9412,IBRD only,IBD,1995,3740821342
9413,IDA & IBRD total,IBT,1995,4693043793
9414,IDA total,IDA,1995,952222451
9415,IDA blend,IDB,1995,317616125
9416,Indonesia,IDN,1995,196934257
9417,IDA only,IDX,1995,634606326
9418,Isle of Man,IMN,1995,72133
9419,India,IND,1995,963922586
9420,Not classified,INX,1995,
9421,Ireland,IRL,1995,3608841
9422,"Iran, Islamic Rep.",IRN,1995,61442658
9423,Iraq,IRQ,1995,20149342
9424,Iceland,ISL,1995,267468
9425,Israel,ISR,1995,5545000
9426,Italy,ITA,1995,56844303
9427,Jamaica,JAM,1995,2533705
9428,Jordan,JOR,1995,4588842
9429,Japan,JPN,1995,125472000
9430,Kazakhstan,KAZ,1995,15816243
9431,Kenya,KEN,1995,27768297
9432,Kyrgyz Republic,KGZ,1995,4560400
9433,Cambodia,KHM,1995,10656145
9434,Kiribati,KIR,1995,77716
9435,St. Kitts and Nevis,KNA,1995,42077
9436,"Korea, Rep.",KOR,1995,45092991
9437,Kuwait,KWT,1995,1605907
9438,Latin America & Caribbean (excluding high income),LAC,1995,433730552
9439,Lao PDR,LAO,1995,4846477
9440,Lebanon,LBN,1995,3528379
9441,Liberia,LBR,1995,2044657
9442,Libya,LBY,1995,4948796
9443,St. Lucia,LCA,1995,146871
9444,Latin America & Caribbean,LCN,1995,482060085
9445,Least developed countries: UN classification,LDC,1995,579513541
9446,Low income,LIC,1995,346361618
9447,Liechtenstein,LIE,1995,30884
9448,Sri Lanka,LKA,1995,18242917
9449,Lower middle income,LMC,1995,2223706508
9450,Low & middle income,LMY,1995,4618696093
9451,Lesotho,LSO,1995,1898598
9452,Late-demographic dividend,LTE,1995,1955853024
9453,Lithuania,LTU,1995,3629102
9454,Luxembourg,LUX,1995,408625
9455,Latvia,LVA,1995,2485056
9456,"Macao SAR, China",MAC,1995,385517
9457,St. Martin (French part),MAF,1995,27320
9458,Morocco,MAR,1995,26994255
9459,Monaco,MCO,1995,30731
9460,Moldova,MDA,1995,2952307
9461,Madagascar,MDG,1995,13475403
9462,Maldives,MDV,1995,254144
9463,Middle East & North Africa,MEA,1995,286096967
9464,Mexico,MEX,1995,91663290
9465,Marshall Islands,MHL,1995,50454
9466,Middle income,MIC,1995,4272334475
9467,North Macedonia,MKD,1995,1983259
9468,Mali,MLI,1995,9585660
9469,Malta,MLT,1995,377419
9470,Myanmar,MMR,1995,43901598
9471,Middle East & North Africa (excluding high income),MNA,1995,254233340
9472,Montenegro,MNE,1995,611712
9473,Mongolia,MNG,1995,2298017
9474,Northern Mariana Islands,MNP,1995,45872
9475,Mozambique,MOZ,1995,15483277
9476,Mauritania,MRT,1995,2313630
9477,Mauritius,MUS,1995,1122457
9478,Malawi,MWI,1995,9844418
9479,Malaysia,MYS,1995,20487604
9480,North America,NAC,1995,295640057
9481,Namibia,NAM,1995,1627866
9482,New Caledonia,NCL,1995,193816
9483,Niger,NER,1995,9490289
9484,Nigeria,NGA,1995,107948339
9485,Nicaragua,NIC,1995,4652185
9486,Netherlands,NLD,1995,15459006
9487,Norway,NOR,1995,4359184
9488,Nepal,NPL,1995,21576074
9489,Nauru,NRU,1995,10626
9490,New Zealand,NZL,1995,3673400
9491,OECD members,OED,1995,1156879819
9492,Oman,OMN,1995,2204267
9493,Other small states,OSS,1995,19125038
9494,Pakistan,PAK,1995,123776835
9495,Panama,PAN,1995,2739667
9496,Peru,PER,1995,24299168
9497,Philippines,PHL,1995,69784087
9498,Palau,PLW,1995,17158
9499,Papua New Guinea,PNG,1995,5187063
9500,Poland,POL,1995,38594998
9501,Pre-demographic dividend,PRE,1995,481049536
9502,Puerto Rico,PRI,1995,3683103
9503,"Korea, Dem. People's Rep.",PRK,1995,21862300
9504,Portugal,PRT,1995,10026176
9505,Paraguay,PRY,1995,4776838
9506,West Bank and Gaza,PSE,1995,2474666
